地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 爱尔兰 Ireland'],['帕蒂·布莱斯纳奇'],['86'],"['10(爱尔兰)"">2018']","['莎拉·格林', '莫·邓福德', ""Ellie O'Halloran"", 'Ruby Dunne']",['罗茜 Rosie'],[],[''],[],[' 英语']
[' 爱尔兰 Ireland'],['Stephen Hall'],['81'],['11'],"[""Matthew O'Brien"", 'Chrissy Randall', 'Nigel Mercier']",['夺命夜班 Nightshift'],['恐怖'],[''],[],[' 英语']
[' 爱尔兰 Ireland'],"[""Hugh O'Conor""]",[],['07'],['Jordanne Jones'],['金属之心 Metal Heart'],[],[''],[],[' 英语']
[' 爱尔兰 Ireland'],"['Paul Bushe', ""Brian O'Neill""]",['100'],"['09', '10']","['Sue Walsh', 'Jeff Doyle', 'Johnny Elliott']",['杀手还在 Killers Within'],"['惊悚', '恐怖']",[''],[],[' 英语']
[' 英国 / 爱尔兰 Ireland'],"['安迪·托希尔', '赖恩·托希尔']",['97'],['08'],"['弗朗西斯·麦基', '莫·邓福德', '埃米莉·塔夫', '罗肯·克兰尼奇']",['掘情 The Dig'],[],[''],[],[' 英语']
[' 爱尔兰 Ireland'],['Paul Mercier'],[],['10'],"['Caitríona Ennis,']",['We Ourselves'],[],[''],[],[' 英语']
[' 爱尔兰 Ireland'],"['Rob Burke', 'Ronan Burke']",['97'],['03'],"['Andy Quirke', 'Ruth McCabe', 'Tina Kellegher']",['达摩与艾弗：电影 Damo &amp; Ivor: The Movie'],[],[''],[],[' 英语']
