地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 乌干达 Uganda'],['Rehema Nanfuka'],[],['11'],"['Nisha Kalema', 'Mushema Housen']",['Veronica&#39;s Wish'],[],[''],[],[' 英语']
