地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 智利 Chile'],['José Miguel Zúñiga'],[],['10'],"['Marcelo Arismendi', 'Fernanda Finsterbusch', 'Solange Lackington']",['恶魔之门 Contra el Demonio'],['恐怖'],[''],[],[' 西班牙语']
[' 智利 Chile'],['Vito García Viedma'],[],[],"['Valentina Soto', 'Camila Carreño', 'Camila Medina', 'Hugo Villar Urrutia']",['Cintas snuff'],[],[''],[],[' 西班牙语 / 英语']
