地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 尼日利亚'],['Genevieve Nnaji'],['94'],['09'],['Genevieve Nnaji'],['狮心女孩 Lionheart'],['剧情'],['5.5'],['88'],[' 英语']
[' 美国 / 尼日利亚'],['Faraday Okoro'],['104'],['04'],"['Antonio J Bell', 'Chinaza Uche', 'Tina Mba', 'Bimbo Manuel', 'Ebbe Bassey', 'Rita Edward', 'Craig Matthew Stott']",['归乡异途 Nigerian Prince'],"['剧情', '惊悚']",[''],[],[' 英语 / 伊博语']
[' 尼日利亚'],[],['100'],['05'],"['Yinka Pearce-Tijani', 'Chioma Chukwuka Akpotha', 'Kehinde Bankole']",['太座与我 Wives on strike'],['喜剧'],[''],[],[' 英语']
[' 尼日利亚'],['Niyi Akinmolayan'],['98'],['12'],"['Aiyeola Bisola', 'Dakore Egbuson', 'Funke Akindele']",['族长老爹的葬礼 Chief Daddy'],['喜剧'],[''],[],[' 英语']
[' 南非 / 尼日利亚'],['Mickey Madoda Dube'],['99'],[],"['哈基姆·凯-卡西姆', '爱伊莎·玛依卡', 'Deborah Lettner', 'Mary Twala', 'Bimbo Akintola']",['Comatose'],"['剧情', '奇幻']",[''],[],[' 英语']
