地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 沙特阿拉伯'],[],['300'],['04'],"['Adam Scherr', 'Brock Lesnar', 'Allen Jones']",['WWE 超级皇家大战 2018 WWE Greatest Royal Rumble'],"['动作', '运动']",[''],[],[' 英语']
[' 美国 / 沙特阿拉伯'],['Kevin Dunn'],[],[],"['Paul Levesque', 'Shawn Michaels', 'Mark Calaway']",['WWE: Crown Jewel'],[],[''],[],[' 英语']
[' 沙特阿拉伯'],['Mahmoud Sabbagh'],['95'],['10'],"[""Alshaima'a Tayeb"", 'Mohammed Alhamdan', 'Khairia Nazmi']",['Amra and the Second Marriage'],['剧情'],[''],[],[' 阿拉伯语']
