,地区,导演,年份,时长,演员,电影名,类型,评分,评论数,语言
0,[' 中国大陆 / 法国'],['毕赣'],['2018'],['138'],"['汤唯', '黄觉', '张艾嘉', '李鸿其', '陈永忠', '罗飞扬', '曾美慧孜', '段钧豪', '谢理循', '齐溪', '明道', '龙泽治']",['地球最后的夜晚'],"['剧情', '爱情', '悬疑']",['6.8'],['153652'],[' 贵州方言 / 汉语普通话']
1,[' 日本 / 法国'],['滨口龙介'],['2018'],['119'],"['东出昌大', '唐田英里佳', '濑户康史', '山下莉绪', '伊藤沙莉', '渡边大知', '仲本工事', '田中美佐子']",['夜以继日 寝ても覚めても'],"['剧情', '爱情']",['7.4'],['11297'],[' 日语']
