地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 波兰 Poland'],['Anna Urbańczyk'],['12'],['10'],"['Armando Alvarado', 'Martin Bogdan', 'Kamil Kolodzinski']",['鼠 Szczur'],['剧情'],[''],[],[' 英语 / 西班牙语 / 波兰语 Polish']
[' 德国 / 波兰 Poland'],['Igor Chojna'],['72'],['10'],"['Halina', 'Andżela']",['国境边上的理发店 Graniczne Cięcie'],[],[''],[],[' 德语 / 波兰语 Polish']
[' 波兰 Poland'],['Pawel Maslona'],[],[],[],['Lovetown'],"['剧情', '喜剧']",[''],[],[' 波兰语 Polish']
