地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 美国'],['查尔斯·斯通三世'],['103'],['06'],"['凯里·欧文', '里尔·莱尔·哈瓦瑞', '沙奎尔·奥尼尔', '克里斯·韦伯', '雷吉·米勒', '内特·罗宾逊', '丽萨·莱斯利', '埃丽卡·阿什', '蒂凡尼·哈迪斯', '尼克·克罗尔', '迈克·艾普斯', 'J·B·斯穆夫', '亚当·拉扎尔-怀特', '比尔·沃尔顿', '乔治·格文', '史蒂夫·纳什', '迪肯贝·穆托姆博', '宁宁·利克斯', '特伦斯·罗斯摩尔', '德韦恩·博伊德', '以利亚·埃弗雷特', '盖奇·劳森']",['德鲁大叔 Uncle Drew'],"['喜剧', '运动']",['6.4'],['18953'],[' 英语']
[' 韩国'],['金勇完'],['108'],['05'],"['马东锡', '权律', '韩艺璃', '崔昇勋', '玉艺琳', '姜新孝', '宋在熙', '杨贤民', ' 琴光山', ' 李奎浩', '南延佑', '朴宣浩', '吴昌庆', '柳顺雄', '金钟求', '全余琳', '全惠媛', '黃相庆', ' 俞智妍', '姜承贤', '刘盛玉', '孙淑子', ' 朴光才', '陆进秀', '杨祖儿', '李范圭', '白桑熙', '朴成日', '朴贊佑', ' 郭子亨']",['冠军 챔피언'],"['剧情', '运动']",['6.2'],['2350'],[' 韩语']
[' 韩国'],['宋敏烨'],[],['09'],"['朴珪瑛', '尹博', '郑干柱', '金秀珍', '李承勋', '许栋元', '金美优', '徐宥利', '张东允']",['金枪鱼与海豚 참치와 돌고래'],"['爱情', '运动']",['5.4'],['98'],[' 韩语']
[' 日本'],['小沼雄一'],['112'],['01'],"['樱田日和', '伊藤萌々香', '恒松祐里', '渡边幸爱', '南泽奈央', '志田友美', '高田里穗', '冈崎纱绘', '小仓优香', '新井爱瞳', '岩田华怜', '矢野优花', '岩崎春果', '浅川梨奈', '志水彩乃', '兰梦']",['天才麻将少女：阿知贺篇 电影版 咲-Saki-阿知賀編 episode of side-A'],"['剧情', '运动']",['5.0'],['341'],[' 日语']
[' 中国大陆'],['徐子路'],['99'],['07'],"['彭禺厶', '李彧']",['杀手世界杯'],"['喜剧', '运动']",['4.2'],['179'],[' 汉语普通话 / 英语']
[' 美国'],[],[],['11'],"['Francis Ngannou', 'Curtis Blaydes', 'Alistair Overeem', 'Sergey Pavlovich', '宋亚东', 'Vince Morales', '李景亮', 'David Zawada']",['UFC Fight Night 141:  纳干诺 vs. 布来兹 UFC Fight Night 141'],['运动'],[''],[],[' 英语']
[' 美国'],[],[],['09'],"['Mark Hunt', 'Oleksiy Oliynyk', 'Jan Blachowicz', 'Nikita Krylov', 'Andrei Arlovski', 'Shamil Abdurakhimov', 'Alexey Kunchenko', 'Thiago Alves']",['UFC Fight Night 136:亨特 vs.欧莱尼克 UFC Fight Night: Hunt vs. Oleinik'],['运动'],[''],[],[' 英语']
[' 中国大陆'],['王岽鉴'],['73'],['04'],"['何奉天', '孙瑜', '潘昶鸣', '盛路悦']",['热血跨男'],"['剧情', '喜剧', '爱情', '运动']",[''],[],[' 汉语普通话']
[' 俄罗斯'],"['Konstantin Kutuyev', 'Yana Polyarush', 'Tamara Tsotsoriya']",['106'],['03'],"['Pavel Shevando', 'Konstantin Beloshapka', 'Natalia Berger', '弗拉季米尔·弗多维琴科夫', 'Kseniya Kuznetsova', '谢尔盖·尼科年科', 'Eldar Kalimulin', 'Irina Rozanova', '谢尔盖·普斯科帕里斯', 'Nonna Grishaeva', 'Andrei Kharybin']",['无往不胜 Со дна вершины'],"['剧情', '运动']",[''],[],[' 俄语']
[' 美国'],[],[],['06'],['保罗·乔治'],['保罗·乔治：我的旅程'],['运动'],[''],[],[' 英语']
