,地区,导演,年份,时长,演员,电影名,类型,评分,评论数,语言
31,[' 美国'],['伊莱·罗斯'],['2018'],['97'],"['布鲁斯·威利斯', '文森特·多诺费奥', '伊丽莎白·苏', '迪恩·诺里斯', '博·纳普', '金伯莉·伊丽丝', '卡米拉·莫罗', '兰·卡琉', '杰克·凯西', '罗尼·吉恩·贝尔维斯', '可比·毕丝·布兰顿', '安德里亚斯·艾波吉斯', '伊恩·马休斯', '温迪·古逊', '瓦罗娜·塞茨瓦埃洛', '路易斯·奥利瓦', '杰森·卡弗利尔', '夸西·宋桂']",['虎胆追凶 Death Wish'],"['动作', '惊悚', '犯罪']",['6.5'],['18327'],[' 英语']
48,[' 日本'],['佐藤信介'],['2018'],['127'],"['木梨宪武', '佐藤健', '本乡奏多', '二阶堂富美', '三吉彩花', '福崎那由他', '滨田麻里', '齐藤由贵', '伊势谷友介']",['犬屋敷 真人版 いぬやしき'],"['动作', '科幻']",['6.6'],['6311'],[' 日语']
23,[' 美国 / 英国'],['佐米·希尔拉'],['2018'],['105'],"['连姆·尼森', '维拉·法米加', '帕特里克·威尔森', '乔纳森·班克斯', '山姆·尼尔', '伊丽莎白·麦戈文', '基连·斯科特', '沙扎德·拉蒂夫', '安迪·尼曼', '克拉拉·拉戈', '罗兰·默勒', '弗洛伦斯·皮尤', '迪恩·查尔斯·查普曼', '埃拉-雷·史密斯', '妮拉·阿利亚', '柯林·麦克法兰', '寇布勒·霍尔德布鲁克-史密斯', '亚当·那加提斯', '金斯利·本-阿德', '戴姆森·伊德瑞斯', '本·卡普兰', '利蒂希娅·赖特', '杰米·比米什']",['通勤营救 The Commuter'],"['动作', '惊悚', '犯罪']",['6.6'],['50446'],[' 英语']
42,[' 英国 / 中国大陆 / 美国'],['多诺万·玛什'],['2018'],['122'],"['杰拉德·巴特勒', '托比·斯蒂芬斯', '加里·奥德曼', '科曼', '琳达·卡德里尼', '米哈伊尔·戈尔沃伊', '迈克尔·吉普森', '邓普希·博弗尔', '克里·约翰逊', '亚当·詹姆斯', '亨利·古德曼', '科林·斯廷顿', '卡特·麦金太尔', '施恩·泰勒', '米基·柯林斯', '威尔·阿滕伯勒', '大卫·吉雅西', '吴国耀', '泰勒·约翰·史密斯', '加布里埃尔·查瓦里亚', '柯斯莫·贾维斯', '迈克尔·特鲁科', '雷恩·麦帕林', '赞恩·霍尔茨', '尤里·科洛科利尼科夫', '伊戈尔·日日金', '伊利亚·沃里克', 'Hristo Mitzkov', '迈克尔·恩奎斯特', '卡罗琳·古多尔', '大卫·叶兰德', '斯图尔特·米里根', '李·阿斯奎斯-柯', '西奥·巴克利姆-比格斯', '内森·库珀', '迪诺·法赞尼', '所罗门·塔伊沃·贾斯提费尔德', '马里安·洛伦西克', '贾森·马修森', '伯纳多·桑托斯', '阿塔纳斯·斯雷布雷夫']",['冰海陷落 Hunter Killer'],"['动作', '战争']",['6.7'],['11666'],[' 英语']
52,[' 日本'],"['静野孔文', '濑下宽之']",['2018'],['101'],"['宫野真守', '梶裕贵', '中井和哉', '樱井孝宏', '杉田智和', '三宅健太', '花泽香菜', '诹访部顺一', '小泽亚李', '山路和弘', '堀内贤雄']",['哥斯拉：决战之都 GODZILLA 決戦機動増殖都市'],"['动作', '科幻', '动画']",['6.7'],['4317'],[' 日语']
9,[' 美国 / 西班牙'],['胡安·安东尼奥·巴亚纳'],['2018'],['128'],"['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '贾斯蒂斯·史密斯', '伊莎贝拉·瑟蒙', '拉菲·斯波', '托比·琼斯', '泰德·拉文', '詹姆斯·克伦威尔', '黄荣亮', '丹妮艾拉·皮内达', '杰拉丁·卓别林', '杰夫·高布伦', '卡米尔·雷米泽斯基', '丹尼尔·斯蒂森', '皮特·杰森', '迈克尔·帕帕约翰', '罗伯特·埃姆斯', '罗南·萨莫尔斯', '麦克斯·贝克', '丹尼尔·厄根', '戴维·奥拉瓦莱·阿印德']",['侏罗纪世界2 Jurassic World: Fallen Kingdom'],"['动作', '科幻', '冒险']",['6.7'],['281042'],[' 英语']
47,[' 美国'],['彼得·博格'],['2018'],['94'],"['马克·沃尔伯格', '劳伦·科汉', '伊科·乌艾斯', '约翰·马尔科维奇', '龙达·鲁西', '卡尔洛·阿尔班', '娜塔莎·古布斯卡亚', '李彩麟', '山姆·麦地那', '基思·阿瑟·鲍顿', '比利·史密斯', '米凯·霍姆斯', '艾米莉· 斯凯格斯', '特里·金尼', '普娜·贾甘纳坦', '彼得·博格', '埃尔·格雷厄姆', '尼古拉·尼克拉斐', '大卫·加雷利克', '肖恩·艾弗里', '特雷弗·格雷茨基', '里奇·拉瑟福德', '亚历山德拉·维诺', '约翰·盖蒂尔', '萨姆·鲁克', '迈克尔·皮耶里诺·米勒', '巴拉克·奥巴马', '里克·佩雷斯', '帕蒂·舍尔哈斯', '唐纳德·特朗普', '瑞文·韦恩']",['22英里 Mile 22'],"['动作', '犯罪', '冒险']",['6.8'],['14403'],[' 英语 / 俄语 / 印度尼西亚语']
41,[' 韩国'],['李钟奭'],['2018'],['114'],"['孙艺珍', '玄彬', '金相浩', '张荣男', '张光', '赵勇进', '朴成根', '朴修荣', '金民尚', '李诗雅', '崔秉默', '李贤', '金熙镇', '李珠英', '康德铉', '李文植']",['协商 협상'],"['动作', '悬疑', '犯罪']",['6.9'],['15096'],[' 韩语']
26,[' 美国'],['朗·霍华德'],['2018'],['135'],"['阿尔登·埃伦瑞奇', '艾米莉亚·克拉克', '伍迪·哈里森', '唐纳德·格洛弗', '保罗·贝坦尼', '乔纳斯·索塔莫', '菲比·沃勒-布里奇', '沃维克·戴维斯', '坦迪·牛顿', '克林特·霍华德', '伊安·肯尼', '理查德·迪克森']",['游侠索罗：星球大战外传 Solo: A Star Wars Story'],"['动作', '科幻', '冒险']",['6.9'],['43678'],[' 英语']
30,[' 美国'],['安东尼·福奎阿'],['2018'],['121'],"['丹泽尔·华盛顿', '佩德罗·帕斯卡', '艾什顿·桑德斯', '奥森·比恩', '比尔·普尔曼', '梅丽莎·里奥', '乔纳森·斯卡弗', '沙基纳·贾弗里', '卡罗琳·戴', '特德·阿尔奇迪', '杰伊·赫农', '马克西米利安·麦克纳马拉', '安德烈·阿罗维斯基']",['伸冤人2 The Equalizer 2'],"['动作', '惊悚', '犯罪']",['7.0'],['22330'],[' 英语 / 法语 / 土耳其语 / 希伯来语']
